event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,event_text,technique_id,technique_name,tactic
EVT01515,2025-08-06 06:10:00,21.34.228.240,10.0.0.52,admin,failed login,HTTPS,India,India,Device-163,Linux,Blocked,High,13,No,,9.7,Database-01,Finance,failed login blocked high,T1110,Brute Force,Credential Access
EVT01516,2025-08-06 06:15:00,70.26.13.26,10.0.2.90,root,phishing email,SMB,India,India,Device-175,Windows 11,Success,Low,0,No,CVE-2024-1045,3.1,WebServer,Sales,phishing email success low,,,
EVT01517,2025-08-06 06:20:00,186.129.250.59,10.0.9.147,root,login success,HTTPS,India,India,Device-89,Linux,Failed,Low,1,No,CVE-2024-2201,9.3,HR-PC-01,IT,login success failed low,T1110,Brute Force,Credential Access
EVT01518,2025-08-06 06:25:00,58.60.194.170,10.0.10.199,root,file access,SSH,India,India,Device-72,Linux,Blocked,Medium,0,No,CVE-2024-2201,6.6,WebServer,IT,file access blocked medium,,,
EVT01519,2025-08-06 06:30:00,42.158.103.129,10.0.5.228,david,sql injection attempt,HTTPS,India,India,Device-104,Linux,Failed,High,0,No,CVE-2024-2201,1.7,Finance-PC-02,HR,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT01520,2025-08-06 06:35:00,105.169.184.20,10.0.4.162,alice,usb device connected,TCP,India,India,Device-64,Windows 11,Detected,Medium,0,No,CVE-2024-1045,8.1,HR-PC-01,Sales,usb device connected detected medium,,,
EVT01521,2025-08-06 06:40:00,46.113.99.74,10.0.8.231,david,sql injection attempt,TCP,India,India,Device-147,Windows 10,Blocked,Critical,0,No,CVE-2023-1234,6.5,HR-PC-01,IT,sql injection attempt blocked critical,,,
EVT01522,2025-08-06 06:45:00,3.236.144.164,10.0.9.68,alice,sql injection attempt,HTTPS,India,India,Device-162,Linux,Success,High,0,No,,0.1,HR-PC-01,Finance,sql injection attempt success high,,,
EVT01523,2025-08-06 06:50:00,53.109.174.230,10.0.9.11,john,file access,HTTP,India,India,Device-190,Linux,Detected,Medium,0,No,CVE-2023-1234,8.9,Firewall,Finance,file access detected medium,,,
EVT01524,2025-08-06 06:55:00,82.211.108.166,10.0.0.182,alex,sql injection attempt,TCP,India,India,Device-37,Linux,Detected,High,0,No,,5.3,Finance-PC-02,Finance,sql injection attempt detected high,,,
EVT01525,2025-08-06 07:00:00,142.221.253.16,10.0.6.157,alice,login success,SMB,India,India,Device-25,Linux,Detected,Low,2,No,,9.0,Database-01,Finance,login success detected low,T1110,Brute Force,Credential Access
EVT01526,2025-08-06 07:05:00,17.20.141.146,10.0.4.180,root,failed login,SMB,India,India,Device-71,Linux,Blocked,High,16,No,CVE-2023-1234,10.0,Firewall,HR,failed login blocked high,T1110,Brute Force,Credential Access
EVT01527,2025-08-06 07:10:00,18.91.175.241,10.0.0.97,root,privilege escalation,HTTP,India,India,Device-123,Windows 10,Success,Critical,0,No,CVE-2024-1045,1.1,Database-01,Sales,privilege escalation success critical,,,
EVT01528,2025-08-06 07:15:00,27.80.177.236,10.0.1.38,alice,brute force,SSH,India,India,Device-74,Windows 11,Detected,Critical,17,No,CVE-2024-2201,0.8,HR-PC-01,Finance,brute force detected critical,,,
EVT01529,2025-08-06 07:20:00,195.110.159.161,10.0.5.99,root,failed login,TCP,India,India,Device-152,Windows 10,Failed,High,16,No,CVE-2024-1045,2.2,Database-01,HR,failed login failed high,T1110,Brute Force,Credential Access
EVT01530,2025-08-06 07:25:00,195.77.170.1,10.0.6.25,david,usb device connected,HTTP,India,India,Device-76,Linux,Blocked,Low,0,No,CVE-2023-1234,2.1,HR-PC-01,Finance,usb device connected blocked low,,,
EVT01531,2025-08-06 07:30:00,40.141.17.78,10.0.4.108,alice,privilege escalation,HTTPS,India,India,Device-52,Windows 11,Success,High,0,No,,0.8,Finance-PC-02,IT,privilege escalation success high,,,
EVT01532,2025-08-06 07:35:00,39.53.87.51,10.0.10.171,alice,phishing email,HTTPS,India,India,Device-67,Windows 11,Failed,Low,0,No,CVE-2023-1234,0.8,Finance-PC-02,HR,phishing email failed low,T1110,Brute Force,Credential Access
EVT01533,2025-08-06 07:40:00,122.87.85.114,10.0.5.108,root,usb device connected,SSH,India,India,Device-188,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,5.9,Firewall,Sales,usb device connected blocked medium,,,
EVT01534,2025-08-06 07:45:00,214.227.38.114,10.0.3.26,david,malware detection,HTTPS,India,India,Device-147,Windows 10,Failed,Critical,0,Yes,CVE-2024-2201,2.5,HR-PC-01,HR,malware detection failed critical,T1110,Brute Force,Credential Access
EVT01535,2025-08-06 07:50:00,3.231.154.230,10.0.0.190,alice,phishing email,HTTP,India,India,Device-96,Windows 11,Failed,Low,0,No,CVE-2024-1045,0.6,Database-01,Sales,phishing email failed low,T1110,Brute Force,Credential Access
EVT01536,2025-08-06 07:55:00,94.155.95.47,10.0.7.203,root,usb device connected,SMB,India,India,Device-189,Windows 10,Blocked,Low,0,No,CVE-2023-1234,2.5,Finance-PC-02,IT,usb device connected blocked low,,,
EVT01537,2025-08-06 08:00:00,53.40.219.113,10.0.2.18,alex,malware detection,SMB,India,India,Device-12,Linux,Failed,High,0,Yes,CVE-2024-2201,5.3,Firewall,Finance,malware detection failed high,T1110,Brute Force,Credential Access
EVT01538,2025-08-06 08:05:00,42.129.254.97,10.0.3.121,alex,privilege escalation,SMB,India,India,Device-178,Windows 10,Success,Critical,0,No,CVE-2024-1045,9.7,WebServer,HR,privilege escalation success critical,,,
EVT01539,2025-08-06 08:10:00,79.28.110.119,10.0.0.183,root,phishing email,TCP,India,India,Device-125,Windows 11,Detected,Medium,0,No,,8.6,Database-01,Sales,phishing email detected medium,,,
EVT01540,2025-08-06 08:15:00,131.124.148.83,10.0.6.46,john,sql injection attempt,SSH,India,India,Device-175,Windows 11,Failed,High,0,No,CVE-2023-1234,9.0,Database-01,HR,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT01541,2025-08-06 08:20:00,68.208.164.182,10.0.9.168,david,file access,HTTP,India,India,Device-72,Windows 11,Detected,Medium,0,No,CVE-2024-1045,0.5,Database-01,Sales,file access detected medium,,,
EVT01542,2025-08-06 08:25:00,214.50.90.150,10.0.0.205,david,phishing email,SSH,India,India,Device-39,Windows 11,Success,Low,0,No,,9.9,Firewall,HR,phishing email success low,,,
EVT01543,2025-08-06 08:30:00,157.19.240.33,10.0.2.25,admin,malware detection,TCP,India,India,Device-90,Linux,Success,Critical,0,Yes,CVE-2024-1045,5.8,WebServer,Sales,malware detection success critical,,,
EVT01544,2025-08-06 08:35:00,9.208.99.160,10.0.3.79,alex,port scan,TCP,India,India,Device-71,Windows 11,Success,Medium,0,No,CVE-2023-1234,1.3,Database-01,Sales,port scan success medium,,,
EVT01545,2025-08-06 08:40:00,205.68.205.47,10.0.8.137,john,sql injection attempt,TCP,India,India,Device-113,Windows 11,Success,Critical,0,No,CVE-2024-1045,9.5,WebServer,HR,sql injection attempt success critical,,,
EVT01546,2025-08-06 08:45:00,28.88.85.62,10.0.10.1,root,login success,SMB,India,India,Device-120,Windows 11,Success,Low,14,No,,3.8,Database-01,HR,login success success low,T1110,Brute Force,Credential Access
EVT01547,2025-08-06 08:50:00,120.58.18.43,10.0.8.86,david,privilege escalation,HTTPS,India,India,Device-107,Linux,Success,High,0,No,CVE-2023-1234,3.6,Firewall,IT,privilege escalation success high,,,
EVT01548,2025-08-06 08:55:00,110.42.52.201,10.0.2.222,admin,brute force,HTTPS,India,India,Device-131,Linux,Success,High,17,No,,8.3,Database-01,Sales,brute force success high,,,
EVT01549,2025-08-06 09:00:00,29.228.226.156,10.0.4.95,admin,port scan,SSH,India,India,Device-186,Windows 11,Detected,Low,0,No,,0.8,Firewall,Sales,port scan detected low,,,
EVT01550,2025-08-06 09:05:00,55.164.56.97,10.0.0.153,alice,sql injection attempt,HTTPS,India,India,Device-67,Linux,Detected,Critical,0,No,CVE-2024-1045,6.4,Firewall,Sales,sql injection attempt detected critical,,,
EVT01551,2025-08-06 09:10:00,93.254.62.43,10.0.8.202,alice,login success,HTTP,India,India,Device-46,Windows 10,Failed,Medium,2,No,,9.0,WebServer,Finance,login success failed medium,T1110,Brute Force,Credential Access
EVT01552,2025-08-06 09:15:00,193.160.199.95,10.0.3.117,alex,file access,HTTP,India,India,Device-18,Linux,Detected,Low,0,No,CVE-2024-2201,5.6,Database-01,HR,file access detected low,,,
EVT01553,2025-08-06 09:20:00,118.232.169.130,10.0.8.197,david,usb device connected,TCP,India,India,Device-31,Windows 10,Success,Medium,0,No,CVE-2024-2201,4.8,WebServer,Finance,usb device connected success medium,,,
EVT01554,2025-08-06 09:25:00,11.101.83.143,10.0.6.58,john,port scan,SSH,India,India,Device-67,Windows 11,Success,Low,0,No,CVE-2023-1234,7.7,Firewall,Sales,port scan success low,,,
EVT01555,2025-08-06 09:30:00,52.249.183.191,10.0.0.228,alex,usb device connected,SMB,India,India,Device-117,Windows 11,Success,Medium,0,No,CVE-2023-1234,3.3,Firewall,Sales,usb device connected success medium,,,
EVT01556,2025-08-06 09:35:00,45.191.11.214,10.0.10.216,john,file access,SMB,India,India,Device-142,Windows 11,Failed,Low,0,No,CVE-2024-1045,9.9,Database-01,HR,file access failed low,T1110,Brute Force,Credential Access
EVT01557,2025-08-06 09:40:00,91.173.86.108,10.0.3.198,alex,usb device connected,SMB,India,India,Device-123,Linux,Failed,Low,0,No,CVE-2024-2201,6.6,Finance-PC-02,Finance,usb device connected failed low,T1110,Brute Force,Credential Access
EVT01558,2025-08-06 09:45:00,119.58.63.237,10.0.8.198,david,login success,HTTP,India,India,Device-100,Windows 10,Detected,Medium,2,No,CVE-2024-2201,1.2,Finance-PC-02,IT,login success detected medium,T1110,Brute Force,Credential Access
EVT01559,2025-08-06 09:50:00,211.14.126.162,10.0.1.160,root,usb device connected,SSH,India,India,Device-147,Windows 11,Success,Low,0,No,CVE-2024-2201,4.2,WebServer,IT,usb device connected success low,,,
EVT01560,2025-08-06 09:55:00,42.88.216.211,10.0.10.113,admin,privilege escalation,SMB,India,India,Device-97,Linux,Success,High,0,No,CVE-2024-2201,0.9,Finance-PC-02,HR,privilege escalation success high,,,
EVT01561,2025-08-06 10:00:00,170.42.250.9,10.0.5.142,john,sql injection attempt,TCP,India,India,Device-132,Windows 11,Success,High,0,No,,8.6,HR-PC-01,IT,sql injection attempt success high,,,
EVT01562,2025-08-06 10:05:00,129.185.168.126,10.0.1.206,david,privilege escalation,HTTPS,India,India,Device-125,Windows 10,Failed,Critical,0,No,CVE-2023-1234,8.5,Firewall,HR,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT01563,2025-08-06 10:10:00,105.46.137.199,10.0.10.252,root,phishing email,SMB,India,India,Device-26,Windows 11,Success,Medium,0,No,CVE-2023-1234,5.4,Firewall,Finance,phishing email success medium,,,
EVT01564,2025-08-06 10:15:00,109.166.8.147,10.0.10.98,root,file access,HTTPS,India,India,Device-68,Windows 10,Blocked,Low,0,No,,6.2,HR-PC-01,Sales,file access blocked low,,,
EVT01565,2025-08-06 10:20:00,218.211.242.80,10.0.0.138,root,brute force,TCP,India,India,Device-109,Windows 10,Blocked,High,17,No,CVE-2023-1234,8.0,Database-01,IT,brute force blocked high,,,
EVT01566,2025-08-06 10:25:00,119.33.133.38,10.0.6.161,john,privilege escalation,TCP,India,India,Device-186,Windows 10,Success,High,0,No,,3.1,HR-PC-01,Finance,privilege escalation success high,,,
EVT01567,2025-08-06 10:30:00,222.32.72.2,10.0.7.102,john,login success,HTTP,India,India,Device-175,Windows 10,Success,Medium,0,No,CVE-2024-2201,4.8,Database-01,IT,login success success medium,T1110,Brute Force,Credential Access
EVT01568,2025-08-06 10:35:00,161.65.74.110,10.0.8.215,admin,file access,TCP,India,India,Device-134,Windows 10,Failed,Low,0,No,CVE-2024-2201,2.7,Finance-PC-02,Sales,file access failed low,T1110,Brute Force,Credential Access
EVT01569,2025-08-06 10:40:00,10.151.253.101,10.0.8.225,alex,sql injection attempt,HTTPS,India,India,Device-192,Windows 11,Blocked,High,0,No,CVE-2024-2201,7.9,Firewall,Sales,sql injection attempt blocked high,,,
EVT01570,2025-08-06 10:45:00,53.168.104.130,10.0.3.177,root,phishing email,SSH,India,India,Device-79,Windows 10,Detected,Low,0,No,CVE-2024-2201,8.4,Finance-PC-02,HR,phishing email detected low,,,
EVT01571,2025-08-06 10:50:00,52.235.169.9,10.0.10.234,root,malware detection,SMB,India,India,Device-179,Windows 10,Blocked,Critical,0,Yes,,2.3,WebServer,Sales,malware detection blocked critical,,,
EVT01572,2025-08-06 10:55:00,52.30.169.24,10.0.2.61,alice,file access,HTTPS,India,India,Device-172,Windows 11,Success,Low,0,No,,7.1,WebServer,Finance,file access success low,,,
EVT01573,2025-08-06 11:00:00,69.93.48.193,10.0.6.84,alice,file access,HTTP,India,India,Device-81,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,3.8,Firewall,Finance,file access blocked medium,,,
EVT01574,2025-08-06 11:05:00,213.224.46.49,10.0.8.156,root,login success,HTTPS,India,India,Device-78,Windows 11,Failed,Medium,10,No,CVE-2024-2201,9.6,Finance-PC-02,Sales,login success failed medium,T1110,Brute Force,Credential Access
EVT01575,2025-08-06 11:10:00,93.135.237.190,10.0.8.66,admin,file access,SSH,India,India,Device-61,Windows 10,Blocked,Medium,0,No,CVE-2023-1234,4.8,Database-01,Sales,file access blocked medium,,,
EVT01576,2025-08-06 11:15:00,97.12.126.76,10.0.0.129,admin,usb device connected,SMB,India,India,Device-91,Linux,Detected,Low,0,No,CVE-2024-1045,7.7,Finance-PC-02,HR,usb device connected detected low,,,
EVT01577,2025-08-06 11:20:00,35.155.208.124,10.0.9.85,john,sql injection attempt,HTTP,India,India,Device-22,Windows 11,Success,High,0,No,CVE-2023-1234,6.1,Firewall,Sales,sql injection attempt success high,,,
EVT01578,2025-08-06 11:25:00,102.248.63.115,10.0.8.50,root,brute force,SSH,India,India,Device-24,Windows 10,Failed,High,14,No,CVE-2023-1234,4.3,Firewall,IT,brute force failed high,T1110,Brute Force,Credential Access
EVT01579,2025-08-06 11:30:00,146.162.166.9,10.0.0.178,root,failed login,SSH,India,India,Device-33,Windows 11,Success,High,11,No,,6.5,HR-PC-01,HR,failed login success high,T1110,Brute Force,Credential Access
EVT01580,2025-08-06 11:35:00,36.217.197.128,10.0.10.178,alex,login success,SSH,India,India,Device-197,Linux,Blocked,Low,16,No,CVE-2024-2201,3.1,Firewall,HR,login success blocked low,T1110,Brute Force,Credential Access
EVT01581,2025-08-06 11:40:00,186.145.182.123,10.0.0.126,david,usb device connected,HTTPS,India,India,Device-56,Windows 11,Failed,Low,0,No,CVE-2023-1234,4.6,Finance-PC-02,IT,usb device connected failed low,T1110,Brute Force,Credential Access
EVT01582,2025-08-06 11:45:00,21.34.119.252,10.0.7.137,alex,failed login,HTTPS,India,India,Device-53,Linux,Failed,High,5,No,,2.4,HR-PC-01,IT,failed login failed high,T1110,Brute Force,Credential Access
EVT01583,2025-08-06 11:50:00,99.243.198.235,10.0.1.166,root,file access,SSH,India,India,Device-136,Windows 10,Blocked,Medium,0,No,CVE-2024-2201,9.7,HR-PC-01,Sales,file access blocked medium,,,
EVT01584,2025-08-06 11:55:00,216.19.176.8,10.0.5.232,david,file access,SMB,India,India,Device-121,Linux,Detected,Medium,0,No,CVE-2024-2201,9.9,Finance-PC-02,IT,file access detected medium,,,
EVT01585,2025-08-06 12:00:00,110.123.91.207,10.0.7.239,root,brute force,TCP,India,India,Device-94,Linux,Blocked,Critical,14,No,CVE-2024-2201,9.7,Finance-PC-02,IT,brute force blocked critical,,,
EVT01586,2025-08-06 12:05:00,189.141.32.62,10.0.0.55,john,privilege escalation,SSH,India,India,Device-27,Linux,Detected,High,0,No,CVE-2024-1045,0.9,Finance-PC-02,Sales,privilege escalation detected high,,,
EVT01587,2025-08-06 12:10:00,48.228.39.215,10.0.2.97,admin,login success,SMB,India,India,Device-182,Windows 10,Success,Low,8,No,CVE-2024-2201,0.1,WebServer,IT,login success success low,T1110,Brute Force,Credential Access
EVT01588,2025-08-06 12:15:00,23.230.12.90,10.0.9.22,alice,phishing email,SSH,India,India,Device-173,Windows 10,Success,Medium,0,No,CVE-2024-2201,6.3,Database-01,Finance,phishing email success medium,,,
EVT01589,2025-08-06 12:20:00,133.161.0.75,10.0.2.42,alex,failed login,HTTPS,India,India,Device-76,Linux,Detected,High,16,No,,0.2,WebServer,IT,failed login detected high,T1110,Brute Force,Credential Access
EVT01590,2025-08-06 12:25:00,35.118.81.23,10.0.2.39,alice,sql injection attempt,TCP,India,India,Device-129,Linux,Blocked,Critical,0,No,CVE-2024-1045,6.2,WebServer,HR,sql injection attempt blocked critical,,,
EVT01591,2025-08-06 12:30:00,86.148.50.65,10.0.0.187,john,sql injection attempt,SSH,India,India,Device-27,Windows 11,Detected,High,0,No,CVE-2024-1045,9.1,Finance-PC-02,HR,sql injection attempt detected high,,,
EVT01592,2025-08-06 12:35:00,147.161.93.7,10.0.6.226,admin,port scan,HTTPS,India,India,Device-150,Windows 11,Success,Low,0,No,CVE-2024-2201,3.7,WebServer,IT,port scan success low,,,
EVT01593,2025-08-06 12:40:00,156.111.125.9,10.0.0.19,admin,failed login,HTTP,India,India,Device-60,Linux,Success,High,8,No,CVE-2024-1045,6.6,HR-PC-01,IT,failed login success high,T1110,Brute Force,Credential Access
EVT01594,2025-08-06 12:45:00,218.155.4.86,10.0.6.151,alice,phishing email,SMB,India,India,Device-190,Windows 10,Blocked,Medium,0,No,CVE-2024-1045,7.0,HR-PC-01,HR,phishing email blocked medium,,,
EVT01595,2025-08-06 12:50:00,157.157.4.68,10.0.9.80,david,usb device connected,SSH,India,India,Device-100,Windows 11,Failed,Medium,0,No,CVE-2024-2201,8.4,Database-01,IT,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT01596,2025-08-06 12:55:00,205.179.227.36,10.0.1.73,david,privilege escalation,SSH,India,India,Device-70,Linux,Failed,High,0,No,,5.4,Finance-PC-02,HR,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT01597,2025-08-06 13:00:00,140.239.104.1,10.0.3.99,alex,failed login,HTTP,India,India,Device-193,Windows 11,Success,High,9,No,CVE-2024-1045,2.9,Database-01,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT01598,2025-08-06 13:05:00,197.69.233.169,10.0.7.200,admin,login success,TCP,India,India,Device-110,Linux,Failed,Medium,10,No,CVE-2024-2201,5.9,Firewall,Sales,login success failed medium,T1110,Brute Force,Credential Access
EVT01599,2025-08-06 13:10:00,64.79.112.247,10.0.3.22,admin,failed login,SSH,India,India,Device-81,Windows 11,Detected,High,12,No,CVE-2024-2201,4.0,Database-01,Sales,failed login detected high,T1110,Brute Force,Credential Access
EVT01600,2025-08-06 13:15:00,100.110.48.94,10.0.0.92,admin,login success,HTTP,India,India,Device-122,Linux,Success,Low,20,No,,6.9,WebServer,Sales,login success success low,T1110,Brute Force,Credential Access
EVT01601,2025-08-06 13:20:00,83.144.31.49,10.0.10.145,admin,port scan,TCP,India,India,Device-79,Linux,Detected,Low,0,No,CVE-2024-1045,2.7,Database-01,Finance,port scan detected low,,,
EVT01602,2025-08-06 13:25:00,223.164.232.223,10.0.5.200,root,brute force,SMB,India,India,Device-193,Windows 10,Success,Critical,19,No,CVE-2023-1234,6.6,Finance-PC-02,IT,brute force success critical,,,
EVT01603,2025-08-06 13:30:00,76.153.31.84,10.0.10.191,john,usb device connected,HTTPS,India,India,Device-200,Linux,Blocked,Medium,0,No,CVE-2024-2201,9.1,HR-PC-01,IT,usb device connected blocked medium,,,
EVT01604,2025-08-06 13:35:00,92.144.110.238,10.0.10.107,david,brute force,TCP,India,India,Device-69,Windows 11,Blocked,High,15,No,,1.5,Firewall,Sales,brute force blocked high,,,
EVT01605,2025-08-06 13:40:00,124.114.126.2,10.0.7.144,alice,sql injection attempt,SSH,India,India,Device-28,Windows 11,Failed,High,0,No,CVE-2023-1234,0.5,WebServer,Sales,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT01606,2025-08-06 13:45:00,25.112.238.174,10.0.7.188,john,brute force,TCP,India,India,Device-95,Windows 10,Failed,Critical,1,No,,4.1,WebServer,Sales,brute force failed critical,T1110,Brute Force,Credential Access
EVT01607,2025-08-06 13:50:00,95.190.192.63,10.0.7.131,john,brute force,HTTP,India,India,Device-95,Windows 11,Blocked,High,17,No,CVE-2024-1045,3.9,HR-PC-01,HR,brute force blocked high,,,
EVT01608,2025-08-06 13:55:00,106.189.255.44,10.0.5.32,root,usb device connected,HTTPS,India,India,Device-50,Windows 10,Blocked,Low,0,No,,9.6,Firewall,IT,usb device connected blocked low,,,
EVT01609,2025-08-06 14:00:00,90.148.242.224,10.0.5.222,john,privilege escalation,SSH,India,India,Device-137,Windows 10,Detected,High,0,No,,4.5,WebServer,Finance,privilege escalation detected high,,,
EVT01610,2025-08-06 14:05:00,186.46.207.72,10.0.2.140,alice,privilege escalation,SSH,India,India,Device-72,Linux,Success,Critical,0,No,,7.3,WebServer,IT,privilege escalation success critical,,,
EVT01611,2025-08-06 14:10:00,124.201.85.206,10.0.9.173,david,privilege escalation,HTTP,India,India,Device-80,Windows 10,Detected,Critical,0,No,CVE-2024-1045,8.3,HR-PC-01,Finance,privilege escalation detected critical,,,
EVT01612,2025-08-06 14:15:00,90.17.240.5,10.0.7.82,alice,brute force,HTTP,India,India,Device-191,Linux,Detected,High,3,No,CVE-2024-2201,4.4,Firewall,HR,brute force detected high,,,
EVT01613,2025-08-06 14:20:00,60.25.8.94,10.0.0.226,root,phishing email,HTTPS,India,India,Device-159,Linux,Success,Low,0,No,CVE-2024-2201,2.4,WebServer,Finance,phishing email success low,,,
EVT01614,2025-08-06 14:25:00,165.36.56.150,10.0.1.162,david,usb device connected,HTTP,India,India,Device-20,Windows 10,Failed,Low,0,No,CVE-2024-1045,8.2,Database-01,Sales,usb device connected failed low,T1110,Brute Force,Credential Access
EVT01615,2025-08-06 14:30:00,95.37.164.182,10.0.10.195,alex,sql injection attempt,SSH,India,India,Device-145,Windows 11,Failed,High,0,No,,5.6,Finance-PC-02,IT,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT01616,2025-08-06 14:35:00,109.216.171.134,10.0.8.108,admin,phishing email,TCP,India,India,Device-51,Linux,Blocked,Low,0,No,CVE-2024-1045,2.9,Firewall,HR,phishing email blocked low,,,
EVT01617,2025-08-06 14:40:00,15.132.245.85,10.0.9.32,admin,failed login,TCP,India,India,Device-160,Windows 11,Success,High,17,No,,3.5,Finance-PC-02,Finance,failed login success high,T1110,Brute Force,Credential Access
EVT01618,2025-08-06 14:45:00,189.219.230.40,10.0.5.190,alex,malware detection,SSH,India,India,Device-101,Windows 11,Success,High,0,Yes,CVE-2023-1234,0.9,Finance-PC-02,Finance,malware detection success high,,,
EVT01619,2025-08-06 14:50:00,221.32.39.142,10.0.9.5,alex,brute force,TCP,India,India,Device-194,Windows 11,Success,High,9,No,CVE-2024-2201,1.7,HR-PC-01,IT,brute force success high,,,
EVT01620,2025-08-06 14:55:00,85.173.2.142,10.0.8.12,alice,brute force,SSH,India,India,Device-84,Linux,Blocked,Critical,2,No,CVE-2024-1045,4.8,WebServer,Sales,brute force blocked critical,,,
EVT01621,2025-08-06 15:00:00,170.45.43.186,10.0.3.39,alex,brute force,HTTP,India,India,Device-64,Windows 10,Blocked,High,10,No,CVE-2024-1045,1.5,HR-PC-01,Finance,brute force blocked high,,,
EVT01622,2025-08-06 15:05:00,114.75.25.103,10.0.8.252,admin,login success,SMB,India,India,Device-71,Windows 10,Success,Low,3,No,CVE-2024-1045,10.0,Firewall,Finance,login success success low,T1110,Brute Force,Credential Access
EVT01623,2025-08-06 15:10:00,88.47.59.252,10.0.8.198,alice,privilege escalation,SMB,India,India,Device-164,Windows 10,Failed,High,0,No,CVE-2024-2201,5.2,Finance-PC-02,Sales,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT01624,2025-08-06 15:15:00,202.135.31.121,10.0.2.197,admin,port scan,SMB,India,India,Device-72,Windows 11,Failed,Low,0,No,CVE-2024-1045,7.9,Firewall,HR,port scan failed low,T1110,Brute Force,Credential Access
EVT01625,2025-08-06 15:20:00,98.93.204.212,10.0.5.44,admin,port scan,SSH,India,India,Device-141,Windows 11,Success,Medium,0,No,CVE-2023-1234,6.6,Firewall,Finance,port scan success medium,,,
EVT01626,2025-08-06 15:25:00,212.92.138.190,10.0.1.186,admin,failed login,TCP,India,India,Device-83,Windows 10,Success,High,8,No,CVE-2024-2201,1.5,WebServer,Sales,failed login success high,T1110,Brute Force,Credential Access
EVT01627,2025-08-06 15:30:00,212.109.100.169,10.0.9.168,alice,privilege escalation,HTTP,India,India,Device-90,Linux,Detected,High,0,No,,4.6,Database-01,HR,privilege escalation detected high,,,
EVT01628,2025-08-06 15:35:00,95.230.116.128,10.0.0.185,alice,port scan,SMB,India,India,Device-141,Linux,Success,Low,0,No,CVE-2024-2201,3.4,Finance-PC-02,Finance,port scan success low,,,
EVT01629,2025-08-06 15:40:00,40.144.242.141,10.0.5.251,john,port scan,HTTPS,India,India,Device-50,Windows 11,Blocked,Low,0,No,CVE-2024-1045,6.9,Finance-PC-02,HR,port scan blocked low,,,
EVT01630,2025-08-06 15:45:00,168.155.175.36,10.0.9.157,alice,login success,SMB,India,India,Device-9,Windows 10,Blocked,Low,16,No,,9.1,WebServer,HR,login success blocked low,T1110,Brute Force,Credential Access
EVT01631,2025-08-06 15:50:00,50.46.171.181,10.0.7.146,david,privilege escalation,TCP,India,India,Device-100,Windows 11,Blocked,High,0,No,CVE-2024-1045,3.7,WebServer,Finance,privilege escalation blocked high,,,
EVT01632,2025-08-06 15:55:00,1.169.125.251,10.0.4.164,alex,brute force,SSH,India,India,Device-196,Linux,Success,High,5,No,CVE-2023-1234,3.5,WebServer,Sales,brute force success high,,,
EVT01633,2025-08-06 16:00:00,108.1.43.232,10.0.9.164,david,malware detection,SSH,India,India,Device-152,Windows 10,Detected,High,0,Yes,CVE-2024-2201,6.0,Firewall,Sales,malware detection detected high,,,
EVT01634,2025-08-06 16:05:00,182.137.11.143,10.0.9.80,root,phishing email,TCP,India,India,Device-156,Windows 10,Blocked,Low,0,No,CVE-2024-2201,1.9,WebServer,IT,phishing email blocked low,,,
EVT01635,2025-08-06 16:10:00,71.189.116.81,10.0.1.121,alex,port scan,HTTP,India,India,Device-96,Windows 11,Detected,Low,0,No,CVE-2024-2201,1.3,Finance-PC-02,Finance,port scan detected low,,,
EVT01636,2025-08-06 16:15:00,156.195.21.120,10.0.10.224,david,file access,SSH,India,India,Device-29,Windows 10,Detected,Medium,0,No,,7.3,Finance-PC-02,Sales,file access detected medium,,,
EVT01637,2025-08-06 16:20:00,107.201.220.161,10.0.0.174,root,login success,HTTP,India,India,Device-77,Windows 11,Success,Medium,0,No,CVE-2024-1045,6.8,HR-PC-01,Finance,login success success medium,T1110,Brute Force,Credential Access
EVT01638,2025-08-06 16:25:00,178.247.17.13,10.0.2.38,admin,port scan,SMB,India,India,Device-120,Windows 11,Failed,Medium,0,No,CVE-2024-1045,1.2,HR-PC-01,Sales,port scan failed medium,T1110,Brute Force,Credential Access
EVT01639,2025-08-06 16:30:00,145.168.200.88,10.0.0.174,david,sql injection attempt,SSH,India,India,Device-112,Windows 10,Failed,Critical,0,No,CVE-2023-1234,6.4,Database-01,IT,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT01640,2025-08-06 16:35:00,139.202.9.137,10.0.5.134,root,sql injection attempt,SSH,India,India,Device-65,Windows 10,Success,High,0,No,CVE-2024-2201,5.4,WebServer,Sales,sql injection attempt success high,,,
